ID,Hours Worked,Deliveries Completed,Weekly Salary,Route Complexity,Weather Condition,Vehicle Type,Traffic Level,Day of the Week,CUSTOMER_SATISFACTION,AVERAGE_SPEED,Miles Driven,FUEL_CONSUMPTION
8084,31,12,2001,Suburban,Sunny,Truck,Medium,Weekday,89,44.87,1391.09,237.21
8085,41,12,2022,Suburban,Sunny,Truck,Low,Weekday,99,48.82,2001.8,358.81
8086,41,13,2095,Suburban,Sunny,Truck,Medium,Weekday,89,42.93,1760.2,309.47
8087,59,21,2539,Suburban,Rainy,Truck,Medium,Weekend,75,39.83,2349.82,413.41
8088,33,14,2117,Suburban,Sunny,Truck,Low,Weekend,97,48.28,1593.25,250.02
8089,47,9,1863,Highway,Sunny,Truck,Low,Weekend,97,65.29,3068.7,448.17
8090,55,23,2676,Urban,Rainy,Truck,Medium,Weekend,69,24.27,1334.75,227.91
8091,50,12,2080,Highway,Snowy,Truck,Low,Weekday,58,45.29,2264.41,356.65
8092,36,8,1717,Highway,Sunny,Truck,Medium,Weekend,85,58.24,2096.47,295.12
8093,58,12,2069,Highway,Sunny,Truck,Low,Weekday,73,63.59,3688.19,520.91
8094,30,7,1921,Highway,Sunny,Truck,Medium,Weekday,91,57.55,1726.64,264.36
8095,55,31,3033,Highway,Sunny,Truck,Medium,Weekday,98,62.59,3442.41,508.39
8096,55,16,2270,Suburban,Rainy,Truck,High,Weekday,70,31.36,1724.84,281.95
8097,52,9,1864,Urban,Sunny,Truck,High,Weekday,61,24.74,1286.39,247.74
8098,55,32,3011,Highway,Rainy,Truck,Medium,Weekday,72,51.43,2828.52,449.98
8099,42,18,2322,Suburban,Sunny,Truck,High,Weekday,79,36.47,1531.8,273.4
8100,35,13,2169,Suburban,Sunny,Truck,Medium,Weekend,78,43.74,1531.07,239.04
8101,35,20,2482,Urban,Rainy,Truck,Low,Weekday,81,27.87,975.55,179.45
8102,41,8,1783,Highway,Sunny,Truck,High,Weekend,76,48.71,1997.31,312.73
8103,37,15,2171,Highway,Sunny,Truck,Medium,Weekend,83,59.51,2201.74,332.93
8104,53,25,2697,Urban,Snowy,Truck,Medium,Weekday,85,23.36,1238.01,250.25
8105,51,21,2488,Highway,Rainy,Truck,High,Weekday,85,42.28,2156.5,354.69
8106,48,19,2499,Urban,Rainy,Truck,High,Weekend,69,19.38,930.29,163.78
8107,34,8,1856,Suburban,Sunny,Truck,High,Weekday,72,37.53,1276.0,196.87
8108,47,18,2430,Urban,Sunny,Truck,Medium,Weekend,70,29.59,1390.74,267.15
8109,59,13,2047,Urban,Snowy,Truck,High,Weekday,85,17.86,1053.73,198.75
8110,34,11,2003,Highway,Sunny,Truck,Medium,Weekday,70,57.51,1955.4,303.95
8111,59,11,2043,Urban,Rainy,Truck,High,Weekday,75,21.17,1249.05,232.28
8112,54,30,2936,Urban,Snowy,Truck,Medium,Weekday,79,22.59,1219.76,229.84
8113,39,12,2008,Urban,Rainy,Truck,Medium,Weekday,89,26.53,1034.85,196.1
8114,30,12,2012,Suburban,Sunny,Truck,Medium,Weekday,84,46.26,1387.91,224.15
8115,39,13,2109,Highway,Rainy,Truck,Medium,Weekday,87,53.03,2068.16,328.32
8116,34,19,2455,Suburban,Rainy,Truck,Medium,Weekday,78,39.96,1358.8,208.05
8117,41,13,2175,Suburban,Rainy,Truck,Medium,Weekday,85,39.73,1628.77,282.27
8118,51,20,2501,Highway,Rainy,Truck,Medium,Weekend,68,49.52,2525.53,405.82
8119,59,24,2769,Highway,Sunny,Truck,High,Weekday,79,45.94,2710.26,375.23
8120,56,16,2276,Urban,Sunny,Truck,Medium,Weekend,90,30.36,1700.2,332.91
8121,36,12,2059,Urban,Sunny,Truck,Medium,Weekday,91,28.97,1042.75,191.69
8122,38,18,2484,Highway,Sunny,Truck,Medium,Weekday,86,62.18,2362.79,370.68
8123,51,22,2622,Highway,Rainy,Truck,High,Weekday,70,42.63,2173.91,359.78
8124,50,20,2422,Suburban,Sunny,Truck,High,Weekday,77,34.64,1731.83,264.66
8125,41,11,2096,Highway,Sunny,Truck,Medium,Weekday,81,58.42,2395.02,372.24
8126,52,22,2630,Urban,Sunny,Truck,High,Weekday,64,24.3,1263.63,227.42
8127,58,20,2538,Suburban,Sunny,Truck,Low,Weekday,83,48.31,2802.23,435.49
8128,30,12,2046,Suburban,Rainy,Truck,Medium,Weekday,74,38.3,1148.91,189.48
8129,40,21,2512,Urban,Rainy,Truck,Medium,Weekday,81,25.17,1006.64,178.8
8130,59,16,2334,Highway,Sunny,Truck,Medium,Weekday,70,58.84,3471.33,497.63
8131,50,25,2743,Suburban,Rainy,Truck,Medium,Weekday,87,38.88,1944.24,331.9
8132,44,15,2224,Suburban,Sunny,Truck,Medium,Weekend,85,46.1,2028.42,329.58
8133,31,17,2280,Suburban,Rainy,Truck,Medium,Weekday,63,37.44,1160.71,205.54
8134,49,10,1893,Highway,Sunny,Truck,Medium,Weekend,74,58.96,2888.84,480.43
8135,36,13,2202,Suburban,Sunny,Truck,Low,Weekday,78,47.06,1694.21,257.32
8136,50,20,2609,Urban,Sunny,Truck,High,Weekend,78,23.88,1194.03,240.73
8137,41,6,1646,Suburban,Sunny,Truck,High,Weekend,65,37.23,1526.58,258.11
8138,51,9,1831,Urban,Snowy,Truck,High,Weekday,88,17.89,912.21,184.93
8139,47,22,2564,Urban,Snowy,Truck,Medium,Weekend,87,23.58,1108.09,189.21
8140,32,7,1791,Highway,Rainy,Truck,Medium,Weekend,85,50.04,1601.15,263.17
8141,36,16,2230,Urban,Sunny,Truck,High,Weekday,69,24.46,880.66,154.25
8142,40,8,1848,Urban,Sunny,Truck,High,Weekday,81,24.62,984.86,174.84
8143,47,12,2084,Highway,Rainy,Truck,High,Weekday,79,41.33,1942.61,323.8
8144,41,20,2577,Urban,Sunny,Truck,Medium,Weekday,90,29.6,1213.65,215.22
8145,35,16,2235,Urban,Snowy,Truck,Medium,Weekday,72,21.95,768.4,130.09
8146,34,14,2261,Suburban,Sunny,Truck,Medium,Weekday,72,45.47,1545.96,256.58
8147,55,22,2520,Highway,Sunny,Truck,Medium,Weekday,75,60.95,3352.35,530.26
8148,30,12,2013,Suburban,Snowy,Truck,High,Weekday,68,26.35,790.37,130.55
8149,41,12,2074,Suburban,Snowy,Truck,Medium,Weekday,69,33.2,1361.12,245.46
8150,56,16,2364,Highway,Rainy,Truck,Medium,Weekend,91,52.85,2959.41,410.92
8151,55,14,2225,Highway,Sunny,Truck,Medium,Weekday,70,61.86,3402.47,529.79
8152,40,17,2286,Suburban,Rainy,Truck,Medium,Weekday,91,37.04,1481.62,249.08
8153,33,7,1772,Highway,Sunny,Truck,Medium,Weekend,84,62.6,2065.8,319.3
8154,56,14,2201,Highway,Sunny,Truck,High,Weekend,81,48.61,2722.42,455.5
8155,47,18,2417,Urban,Sunny,Truck,Medium,Weekday,73,29.99,1409.54,287.83
8156,33,6,1700,Urban,Rainy,Truck,Low,Weekday,87,25.97,857.14,156.77
8157,46,10,2067,Urban,Sunny,Truck,Medium,Weekday,92,30.69,1411.77,261.32
8158,31,11,1938,Suburban,Sunny,Truck,Medium,Weekend,71,46.89,1453.7,220.8
8159,58,16,2342,Suburban,Rainy,Truck,Medium,Weekend,80,36.59,2121.98,371.24
8160,53,22,2673,Suburban,Sunny,Truck,Medium,Weekend,93,45.09,2389.95,409.09
8161,51,24,2658,Urban,Sunny,Truck,Medium,Weekday,98,31.13,1587.7,267.88
8162,31,4,1575,Suburban,Sunny,Truck,High,Weekday,62,37.63,1166.5,213.74
8163,41,18,2406,Urban,Rainy,Truck,Medium,Weekday,84,24.41,1000.77,180.19
8164,35,6,1747,Suburban,Sunny,Truck,Medium,Weekend,84,46.31,1620.84,293.53
8165,39,15,2121,Urban,Rainy,Truck,High,Weekday,74,19.95,778.21,132.3
8166,54,25,2783,Highway,Sunny,Truck,High,Weekday,90,48.2,2602.76,411.81
8167,52,16,2331,Suburban,Sunny,Truck,High,Weekday,90,37.02,1925.11,301.89
8168,54,25,2746,Urban,Sunny,Truck,Low,Weekday,76,31.64,1708.68,292.37
8169,50,11,1895,Suburban,Sunny,Truck,High,Weekday,89,34.6,1729.81,269.59
8170,52,19,2367,Highway,Sunny,Truck,Medium,Weekday,80,60.54,3148.25,471.64
8171,56,30,2911,Suburban,Sunny,Truck,Medium,Weekday,87,43.28,2423.69,369.01
8172,45,9,1800,Highway,Rainy,Truck,High,Weekend,69,40.18,1807.99,264.59
8173,43,13,2227,Urban,Rainy,Truck,Low,Weekday,60,26.93,1158.03,202.84
8174,36,10,1927,Urban,Rainy,Truck,High,Weekend,83,21.4,770.49,150.38
8175,57,27,2898,Urban,Snowy,Truck,Low,Weekday,73,24.16,1377.18,259.27
8176,57,19,2356,Suburban,Rainy,Truck,Medium,Weekday,81,37.5,2137.37,349.37
8177,48,27,2761,Urban,Sunny,Truck,Low,Weekday,99,32.69,1568.93,312.69
8178,52,9,1874,Highway,Sunny,Truck,High,Weekend,71,46.69,2427.65,336.48
8179,46,16,2256,Urban,Sunny,Truck,Low,Weekday,70,31.13,1432.19,287.68
8180,38,14,2139,Urban,Rainy,Truck,Medium,Weekend,65,25.87,983.25,173.98
8181,55,12,2000,Urban,Sunny,Truck,Medium,Weekend,78,29.73,1635.24,332.19
8182,42,15,2134,Highway,Sunny,Truck,High,Weekend,79,49.1,2062.28,339.44
8183,51,10,1871,Urban,Sunny,Truck,High,Weekday,84,24.36,1242.43,224.54
8184,34,7,1860,Suburban,Snowy,Truck,Low,Weekday,73,36.03,1225.03,206.13
8185,52,12,2057,Highway,Rainy,Truck,Medium,Weekday,65,50.59,2630.85,442.55
8186,34,15,2199,Urban,Sunny,Truck,Medium,Weekend,73,28.67,974.62,184.41
8187,39,12,2025,Highway,Sunny,Truck,High,Weekend,77,49.79,1941.77,309.69
8188,50,20,2434,Highway,Sunny,Truck,High,Weekday,73,45.96,2297.77,324.06
8189,56,14,2078,Urban,Sunny,Truck,High,Weekday,85,23.91,1339.17,238.09
8190,39,17,2396,Urban,Sunny,Truck,Medium,Weekday,77,29.41,1146.83,202.74
8191,56,17,2381,Urban,Sunny,Truck,High,Weekday,81,23.51,1316.63,223.65
8192,36,16,2256,Suburban,Rainy,Truck,Low,Weekend,64,39.06,1406.32,224.95
8193,55,27,2836,Suburban,Sunny,Truck,Medium,Weekday,72,43.97,2418.48,432.44
8194,44,21,2636,Suburban,Snowy,Truck,Medium,Weekday,86,35.29,1552.62,237.96
8195,36,7,1921,Urban,Sunny,Truck,Medium,Weekday,91,31.42,1130.98,227.01
8196,58,24,2786,Urban,Snowy,Truck,Medium,Weekday,79,22.66,1314.26,259.32
8197,56,21,2533,Urban,Rainy,Truck,Medium,Weekday,63,25.56,1431.52,277.0
8198,44,25,2653,Suburban,Rainy,Truck,Low,Weekday,56,38.35,1687.34,300.77
8199,32,9,1946,Urban,Rainy,Truck,Low,Weekday,84,27.59,882.82,180.91
8200,48,14,2211,Highway,Sunny,Truck,Medium,Weekday,87,58.02,2785.12,425.46
8201,39,14,2292,Highway,Sunny,Truck,Medium,Weekday,77,57.86,2256.36,329.49
8202,57,12,2106,Urban,Sunny,Truck,High,Weekday,64,23.82,1357.61,255.43
8203,58,11,1949,Highway,Sunny,Truck,Medium,Weekend,76,59.09,3426.94,548.32
8204,44,18,2420,Highway,Sunny,Truck,High,Weekday,69,46.06,2026.81,285.25
8205,32,13,2142,Urban,Sunny,Truck,Low,Weekday,73,30.39,972.51,184.21
8206,35,19,2532,Highway,Sunny,Truck,Medium,Weekday,99,62.95,2203.39,312.66
8207,41,16,2374,Urban,Sunny,Truck,Low,Weekend,87,32.24,1321.83,261.6
8208,44,13,2144,Suburban,Rainy,Truck,Medium,Weekday,83,38.63,1699.59,293.03
8209,35,14,2140,Highway,Rainy,Truck,Low,Weekday,65,52.5,1837.44,262.47
8210,42,7,1811,Highway,Rainy,Truck,High,Weekday,76,40.51,1701.34,284.5
8211,58,25,2700,Highway,Sunny,Truck,Low,Weekend,88,63.81,3700.77,517.22
8212,48,17,2271,Urban,Sunny,Truck,Medium,Weekday,72,30.85,1480.94,280.04
8213,32,11,2099,Urban,Sunny,Truck,Medium,Weekday,98,31.34,1002.86,169.51
8214,37,11,1990,Urban,Sunny,Truck,Medium,Weekday,99,28.87,1068.12,190.14
8215,37,14,2194,Urban,Snowy,Truck,Medium,Weekday,74,21.81,806.83,137.09
8216,52,12,2038,Urban,Sunny,Truck,Medium,Weekend,70,30.2,1570.54,318.47
8217,55,19,2469,Suburban,Sunny,Truck,Low,Weekday,93,49.32,2712.7,432.9
8218,49,20,2396,Highway,Rainy,Truck,High,Weekday,68,40.61,1989.71,280.41
8219,44,18,2377,Suburban,Sunny,Truck,Medium,Weekend,86,45.6,2006.52,304.71
8220,33,10,1934,Urban,Snowy,Truck,Low,Weekday,65,23.14,763.54,155.95
8221,48,18,2477,Highway,Sunny,Truck,Medium,Weekday,71,61.87,2969.78,490.89
8222,50,27,2758,Urban,Snowy,Truck,Medium,Weekday,81,22.74,1136.84,201.2
8223,32,5,1680,Highway,Sunny,Truck,High,Weekend,65,47.43,1517.85,253.34
8224,42,18,2380,Urban,Sunny,Truck,High,Weekday,61,24.1,1012.3,207.77
8225,37,10,1958,Highway,Sunny,Truck,Medium,Weekday,74,61.17,2263.24,339.85
8226,52,24,2655,Highway,Sunny,Truck,Low,Weekday,95,61.2,3182.15,479.32
8227,45,15,2123,Urban,Sunny,Truck,High,Weekday,88,23.62,1062.88,192.46
8228,42,13,2046,Suburban,Snowy,Truck,Low,Weekend,87,34.55,1451.24,267.91
8229,32,17,2422,Suburban,Rainy,Truck,Medium,Weekday,66,40.01,1280.32,213.25
8230,45,10,1910,Urban,Rainy,Truck,Medium,Weekday,72,24.33,1095.06,211.83
8231,38,9,1890,Urban,Sunny,Truck,Medium,Weekend,93,28.67,1089.43,191.92
8232,57,18,2302,Suburban,Sunny,Truck,High,Weekend,72,35.48,2022.4,347.62
8233,43,17,2370,Highway,Sunny,Truck,High,Weekend,66,48.18,2071.85,323.19
8234,42,9,1863,Highway,Sunny,Truck,Low,Weekend,83,61.92,2600.73,382.26
8235,50,20,2574,Urban,Sunny,Truck,Medium,Weekend,73,31.07,1553.54,278.74
8236,54,19,2432,Urban,Sunny,Truck,Low,Weekday,88,30.46,1644.76,334.1
8237,36,7,1682,Urban,Sunny,Truck,High,Weekday,87,23.68,852.3,153.95
8238,44,17,2351,Urban,Sunny,Truck,High,Weekday,65,23.97,1054.73,189.34
8239,36,8,1888,Highway,Snowy,Truck,Medium,Weekday,87,43.66,1571.75,240.18
8240,35,11,1893,Urban,Sunny,Truck,High,Weekday,82,23.5,822.37,142.92
8241,31,4,1629,Urban,Sunny,Truck,Medium,Weekend,95,31.34,971.61,199.52
8242,38,10,1893,Suburban,Rainy,Truck,Medium,Weekend,69,38.33,1456.44,221.95
8243,51,22,2588,Suburban,Rainy,Truck,Medium,Weekday,78,39.66,2022.86,345.72
8244,53,17,2262,Urban,Snowy,Truck,Low,Weekend,58,23.08,1223.25,222.27
8245,46,16,2375,Urban,Sunny,Truck,Medium,Weekday,94,30.34,1395.51,284.97
8246,34,9,1802,Urban,Sunny,Truck,Low,Weekend,80,32.33,1099.19,195.39
8247,41,8,1824,Highway,Snowy,Truck,Medium,Weekend,72,44.65,1830.53,274.95
8248,30,8,1862,Suburban,Snowy,Truck,Medium,Weekend,76,34.17,1025.13,156.45
8249,39,22,2612,Suburban,Snowy,Truck,Medium,Weekday,58,34.98,1364.06,230.92
8250,40,16,2223,Urban,Rainy,Truck,Medium,Weekend,74,24.58,983.36,174.37
8251,45,8,1877,Suburban,Sunny,Truck,Medium,Weekend,93,44.35,1995.59,363.56
8252,43,7,1723,Urban,Rainy,Truck,Medium,Weekend,67,26.33,1132.02,229.63
8253,37,16,2300,Highway,Snowy,Truck,High,Weekday,63,35.03,1296.16,180.2
8254,53,16,2350,Suburban,Sunny,Truck,Medium,Weekend,90,45.25,2398.38,420.48
8255,46,19,2461,Urban,Rainy,Truck,Medium,Weekday,61,25.34,1165.73,199.43
8256,54,27,2866,Suburban,Rainy,Truck,Medium,Weekday,87,38.88,2099.56,381.38
8257,47,15,2328,Urban,Sunny,Truck,Medium,Weekday,85,30.5,1433.69,258.38
8258,41,16,2327,Suburban,Sunny,Truck,Medium,Weekday,77,45.35,1859.48,306.75
8259,54,31,3051,Urban,Rainy,Truck,Medium,Weekday,69,26.64,1438.52,243.67
8260,46,21,2527,Suburban,Sunny,Truck,Medium,Weekday,80,43.54,2002.79,340.33
8261,57,11,1922,Highway,Sunny,Truck,Medium,Weekend,85,62.01,3534.6,588.72
8262,55,13,2055,Urban,Sunny,Truck,Medium,Weekday,71,29.97,1648.25,306.82
8263,43,9,1872,Suburban,Sunny,Truck,Medium,Weekend,93,45.73,1966.31,307.76
8264,45,22,2585,Urban,Rainy,Truck,Medium,Weekday,60,24.92,1121.54,228.11
8265,43,13,2131,Urban,Sunny,Truck,Low,Weekday,70,30.22,1299.59,265.27
8266,38,7,1800,Urban,Sunny,Truck,Medium,Weekday,99,30.83,1171.66,203.86
8267,33,15,2173,Suburban,Rainy,Truck,High,Weekend,82,29.84,984.73,154.13
8268,54,14,2195,Suburban,Snowy,Truck,Medium,Weekday,79,33.38,1802.51,319.59
8269,52,8,1839,Urban,Sunny,Truck,High,Weekday,89,22.91,1191.53,213.92
8270,40,8,1812,Suburban,Rainy,Truck,Medium,Weekend,72,38.82,1552.98,283.54
8271,35,10,1908,Urban,Sunny,Truck,Medium,Weekday,76,30.56,1069.68,188.1
8272,44,16,2340,Suburban,Sunny,Truck,Low,Weekday,85,49.15,2162.5,375.03
8273,34,19,2450,Urban,Sunny,Truck,Medium,Weekday,95,31.17,1059.88,207.46
8274,40,17,2416,Urban,Sunny,Truck,High,Weekend,73,24.49,979.69,175.2
8275,54,16,2301,Highway,Sunny,Truck,Medium,Weekend,88,58.93,3182.37,445.51
8276,47,17,2280,Urban,Sunny,Truck,Medium,Weekday,84,29.62,1392.32,283.87
8277,59,24,2750,Urban,Sunny,Truck,Medium,Weekday,96,29.65,1749.06,348.75
8278,42,12,2062,Suburban,Rainy,Truck,Medium,Weekday,59,36.83,1547.0,271.08
8279,40,6,1759,Suburban,Sunny,Truck,High,Weekend,83,37.61,1504.41,230.97
8280,43,19,2392,Suburban,Sunny,Truck,High,Weekday,84,37.15,1597.25,247.54
8281,57,15,2159,Highway,Sunny,Truck,Medium,Weekday,90,57.87,3298.68,462.16
8282,47,10,1924,Urban,Sunny,Truck,Low,Weekend,74,32.91,1546.6,293.55
8283,56,21,2573,Urban,Sunny,Truck,Low,Weekday,84,32.58,1824.54,357.04
8284,57,17,2339,Highway,Sunny,Truck,High,Weekday,80,50.01,2850.6,460.29
8285,54,8,1835,Urban,Rainy,Truck,Low,Weekend,78,26.2,1414.86,243.42
8286,57,11,1912,Urban,Rainy,Truck,High,Weekend,77,20.06,1143.68,223.82
8287,48,12,2048,Highway,Rainy,Truck,Medium,Weekend,79,50.85,2440.64,367.53
8288,53,20,2399,Highway,Sunny,Truck,Low,Weekend,92,61.26,3246.91,509.09
8289,56,12,2130,Suburban,Snowy,Truck,High,Weekday,68,26.91,1506.77,251.18
8290,44,12,2040,Urban,Sunny,Truck,High,Weekday,67,22.82,1004.17,191.88
8291,38,12,1999,Suburban,Sunny,Truck,Medium,Weekend,98,46.7,1774.56,308.54
8292,37,20,2562,Urban,Snowy,Truck,Medium,Weekday,61,21.74,804.39,151.16
8293,49,16,2208,Highway,Sunny,Truck,Medium,Weekday,93,60.01,2940.25,460.89
8294,57,11,1929,Highway,Snowy,Truck,Medium,Weekend,89,46.93,2674.99,379.52
8295,30,11,2114,Highway,Sunny,Truck,Medium,Weekday,77,61.93,1857.78,277.01
8296,33,12,2156,Urban,Sunny,Truck,High,Weekday,72,24.66,813.87,161.15
8297,43,10,2046,Suburban,Rainy,Truck,Low,Weekday,63,40.59,1745.2,307.08
8298,54,19,2424,Urban,Sunny,Truck,Low,Weekday,80,31.3,1690.16,343.68
8299,31,6,1726,Highway,Sunny,Truck,Medium,Weekday,98,59.68,1849.96,292.0
8300,45,7,1791,Highway,Sunny,Truck,Medium,Weekend,88,57.52,2588.48,379.33
8301,32,12,2184,Urban,Rainy,Truck,Medium,Weekday,70,24.39,780.49,154.32
8302,55,17,2437,Urban,Sunny,Truck,Low,Weekday,93,32.58,1792.0,360.77
8303,37,19,2489,Urban,Rainy,Truck,Medium,Weekday,77,25.27,934.88,179.55
8304,35,15,2158,Highway,Rainy,Truck,Low,Weekday,74,51.16,1790.66,265.34
8305,45,13,2106,Urban,Sunny,Truck,Medium,Weekend,78,30.49,1372.01,255.47
8306,53,15,2183,Urban,Rainy,Truck,High,Weekday,84,20.77,1101.02,210.97
8307,45,13,2099,Suburban,Snowy,Truck,High,Weekday,72,26.26,1181.88,182.97
8308,36,5,1643,Highway,Snowy,Truck,High,Weekday,84,35.68,1284.43,195.84
8309,59,32,3154,Highway,Sunny,Truck,Medium,Weekday,89,60.44,3565.99,545.2
8310,42,20,2556,Urban,Rainy,Truck,Medium,Weekend,81,25.75,1081.31,220.94
8311,42,8,1780,Highway,Rainy,Truck,High,Weekend,88,40.85,1715.5,252.88
8312,34,8,1949,Urban,Rainy,Truck,Low,Weekday,80,26.41,897.99,167.66
8313,54,10,1909,Highway,Sunny,Truck,High,Weekday,67,45.93,2480.24,404.51
8314,49,22,2587,Highway,Sunny,Truck,Medium,Weekday,79,57.13,2799.55,447.09
8315,51,18,2389,Suburban,Sunny,Truck,Medium,Weekend,88,44.82,2285.71,405.06
8316,47,20,2516,Urban,Sunny,Truck,High,Weekday,71,23.29,1094.49,219.26
8317,44,22,2537,Highway,Sunny,Truck,Medium,Weekday,99,62.63,2755.76,422.99
8318,47,13,2109,Highway,Rainy,Truck,High,Weekday,73,41.37,1944.53,302.91
8319,31,13,2088,Suburban,Sunny,Truck,Medium,Weekday,77,45.38,1406.93,241.24
8320,39,18,2442,Urban,Rainy,Truck,Medium,Weekday,72,25.26,985.21,191.99
8321,52,21,2503,Suburban,Sunny,Truck,Medium,Weekday,91,44.23,2300.11,388.29
8322,42,12,2123,Suburban,Sunny,Truck,High,Weekday,67,34.85,1463.59,241.63
8323,47,16,2303,Suburban,Sunny,Truck,Medium,Weekend,80,43.02,2021.97,329.64
8324,44,14,2169,Urban,Rainy,Truck,High,Weekday,80,20.67,909.67,178.46
8325,41,18,2473,Suburban,Sunny,Truck,Medium,Weekday,72,46.26,1896.51,302.31
8326,44,19,2538,Urban,Sunny,Truck,Medium,Weekday,93,31.07,1367.22,279.64
8327,42,16,2205,Suburban,Sunny,Truck,Medium,Weekend,91,46.01,1932.39,306.7
8328,47,21,2611,Suburban,Sunny,Truck,Medium,Weekday,95,46.79,2198.96,383.12
8329,44,17,2284,Urban,Sunny,Truck,Medium,Weekday,84,31.45,1383.73,263.09
8330,54,20,2562,Urban,Sunny,Truck,High,Weekday,91,25.11,1355.83,247.09
8331,52,19,2386,Urban,Sunny,Truck,Low,Weekday,96,31.79,1653.11,299.51
8332,40,11,2027,Urban,Sunny,Truck,Low,Weekday,91,30.63,1225.25,230.53
8333,48,7,1719,Urban,Rainy,Truck,Medium,Weekend,82,24.5,1175.82,200.21
8334,32,10,1944,Suburban,Sunny,Truck,High,Weekday,59,37.78,1208.9,188.01
8335,36,15,2263,Urban,Sunny,Truck,Medium,Weekday,91,29.43,1059.31,207.58
8336,50,23,2723,Highway,Sunny,Truck,High,Weekday,62,45.76,2288.15,340.63
8337,55,18,2308,Urban,Sunny,Truck,Low,Weekday,80,31.16,1713.62,303.91
8338,43,15,2168,Suburban,Sunny,Truck,Medium,Weekday,82,46.12,1983.01,350.33
8339,43,9,1908,Suburban,Rainy,Truck,High,Weekday,62,31.8,1367.22,252.16
8340,51,8,1848,Urban,Snowy,Truck,High,Weekday,63,17.96,915.94,154.89
8341,42,21,2605,Highway,Sunny,Truck,Medium,Weekday,70,58.76,2468.1,342.55
8342,41,12,2079,Highway,Rainy,Truck,Medium,Weekday,71,52.42,2149.21,337.77
8343,53,18,2317,Highway,Rainy,Truck,High,Weekend,72,40.82,2163.21,345.8
8344,38,14,2218,Highway,Sunny,Truck,High,Weekend,92,46.01,1748.49,284.58
8345,30,8,1790,Suburban,Sunny,Truck,Medium,Weekend,89,46.74,1402.35,225.29
8346,48,26,2724,Urban,Sunny,Truck,Medium,Weekday,87,30.47,1462.44,257.67
8347,40,15,2248,Urban,Sunny,Truck,Medium,Weekday,82,28.61,1144.42,215.36
8348,52,16,2317,Suburban,Sunny,Truck,Medium,Weekday,70,42.79,2225.12,390.96
8349,51,22,2581,Urban,Sunny,Truck,Medium,Weekend,86,28.76,1466.92,274.47
8350,52,28,2870,Highway,Rainy,Truck,Low,Weekday,68,55.27,2874.25,434.07
8351,53,11,2025,Urban,Rainy,Truck,High,Weekday,84,20.36,1079.18,198.13
8352,51,8,1789,Highway,Sunny,Truck,Medium,Weekend,75,59.01,3009.6,461.22
8353,48,8,1812,Urban,Sunny,Truck,Medium,Weekend,76,29.25,1403.9,288.63
8354,47,14,2249,Suburban,Rainy,Truck,Medium,Weekday,63,38.28,1798.98,301.53
8355,41,24,2663,Suburban,Snowy,Truck,Low,Weekday,68,33.96,1392.36,239.37
8356,52,22,2695,Highway,Rainy,Truck,Medium,Weekday,83,51.6,2683.08,401.98
8357,57,19,2407,Urban,Sunny,Truck,Medium,Weekday,72,29.64,1689.57,342.37
8358,57,24,2794,Urban,Sunny,Truck,Low,Weekend,76,32.63,1859.86,320.14
8359,57,16,2304,Urban,Snowy,Truck,Medium,Weekend,66,23.07,1315.13,226.53
8360,56,14,2179,Urban,Rainy,Truck,High,Weekday,68,19.42,1087.38,198.82
8361,30,17,2346,Highway,Sunny,Truck,Medium,Weekday,78,58.0,1739.97,251.7
8362,48,20,2560,Urban,Rainy,Truck,High,Weekend,62,20.35,976.66,183.14
8363,57,30,3005,Suburban,Sunny,Truck,Low,Weekday,93,48.0,2735.99,447.91
8364,56,17,2252,Suburban,Sunny,Truck,High,Weekday,67,36.77,2059.37,335.34
8365,49,20,2500,Suburban,Sunny,Truck,Medium,Weekend,92,46.42,2274.73,390.53
8366,58,15,2175,Highway,Rainy,Truck,Low,Weekday,66,51.14,2965.89,411.45
8367,59,20,2413,Urban,Sunny,Truck,High,Weekend,84,22.84,1347.82,244.58
8368,46,27,2776,Urban,Sunny,Truck,Low,Weekday,79,31.82,1463.56,246.82
8369,34,10,1941,Suburban,Rainy,Truck,Medium,Weekday,86,39.11,1329.61,224.64
8370,55,22,2696,Suburban,Rainy,Truck,Medium,Weekend,67,39.35,2164.06,397.89
8371,32,12,2070,Suburban,Sunny,Truck,Medium,Weekday,94,43.45,1390.42,241.27
8372,31,6,1763,Suburban,Sunny,Truck,Medium,Weekday,85,47.11,1460.39,236.27
8373,32,16,2224,Urban,Sunny,Truck,Low,Weekday,94,30.65,980.73,167.84
8374,37,7,1728,Suburban,Sunny,Truck,High,Weekend,65,35.1,1298.74,211.58
8375,45,20,2504,Suburban,Sunny,Truck,Medium,Weekday,80,43.44,1954.99,327.68
8376,35,8,1931,Urban,Sunny,Truck,Low,Weekday,78,30.06,1052.14,212.67
8377,42,24,2611,Suburban,Sunny,Truck,Low,Weekday,72,48.71,2045.96,367.07
8378,59,18,2357,Suburban,Snowy,Truck,Medium,Weekday,90,32.08,1892.81,346.4
8379,52,15,2244,Urban,Snowy,Truck,Medium,Weekday,65,22.42,1165.76,207.13
8380,57,11,2014,Highway,Sunny,Truck,Medium,Weekend,82,57.55,3280.45,466.17
8381,51,23,2655,Highway,Sunny,Truck,High,Weekend,84,45.82,2336.57,379.49
