DRIVER_NUMBER,ROW_RANK,NAT,LEG_KEY,LEG_STOP_KEY,SHP_ID,ORD_NUM,STOP_NUM,STOP_TYPE,PWR_UNT_ID,TRL_UNT_ID,TRL_TYPE,ITINERARY_UPDATED,MILES_DRIVEN,FUEL_CONSUMPTION,AVERAGE_SPEED,TIME_AT_STOP,INCIDENTS,CUSTOMER_SATISFACTION
80930,9,2024-01-05 08:38:51,ST570272753_6,ST649610462_4_6,ST565563598,2069188711,5,P,51400,TA938173,Type B,2024-02-20 19:37:09,337.14,29.76,77.52,87,None,1
80930,8,2024-03-27 09:21:26,ST190553833_4,ST329337634_6_6,ST677587554,2890553951,8,NFR,58226,TA677697,Type B,2024-04-07 13:24:42,318.29,27.2,64.44,70,None,1
80930,6,2024-03-19 12:06:19,ST452759621_1,ST419915608_6_6,ST811826058,2512505802,6,NFR,57042,TA310285,Type A,2024-01-09 18:27:10,265.77,10.58,77.54,55,None,4
80930,1,2024-03-12 07:05:54,ST755053085_2,ST977621524_5_5,ST352950934,2119671143,9,NFR,59342,TA106027,Type B,2024-01-17 09:41:28,161.03,22.53,56.45,76,Minor Traffic Violation,5
80930,5,2024-03-18 21:25:37,ST033866142_9,ST352648889_0_6,ST111367770,2957581276,5,NFR,53150,TA093880,,2024-02-22 10:08:22,290.82,38.42,71.38,47,None,3
80930,2,2024-02-02 15:23:15,ST674476351_2,ST943923510_5_2,ST142223015,2567628246,9,D,53787,TA756437,Type B,2024-03-19 09:01:21,269.06,50.85,43.92,34,Mechanical Issue,1
80930,3,2024-04-05 03:49:18,ST090889223_0,ST851539893_2_4,ST138997004,2612883198,9,NFR,57197,TA728616,Type B,2024-02-09 08:20:01,353.94,18.58,40.49,62,None,3
42721,9,2024-04-05 22:49:39,ST863466700_0,ST847633112_8_0,ST773394701,2175724368,9,NFR,58528,TA299197,Type A,2024-02-07 06:47:06,460.83,55.35,46.74,85,None,4
42721,9,2024-02-05 12:39:47,ST138198432_0,ST305346462_7_5,ST836698101,2345999478,5,P,54841,TA117085,Type B,2024-03-19 07:56:09,357.37,59.35,42.53,70,None,2
42721,7,2024-04-08 02:13:21,ST986757079_8,ST858156518_5_6,ST739309545,2022063906,9,NFR,55570,TA478863,Type A,2024-03-15 03:47:23,141.43,32.9,51.65,39,Accident,2
42721,6,2024-01-21 13:19:24,ST166935414_7,ST412592530_8_0,ST884246154,2950573944,4,D,54313,TA244947,Type A,2024-01-03 05:08:29,68.79,58.25,76.86,112,Minor Traffic Violation,5
42721,4,2024-02-11 12:08:42,ST658242760_9,ST678137834_4_8,ST654155358,2777076667,3,P,50803,TA078183,Type B,2024-03-16 14:27:27,469.34,13.77,53.39,111,Mechanical Issue,5
42721,2,2024-01-19 03:57:37,ST839788362_0,ST336696240_5_4,ST552225182,2380999609,8,P,58785,TA656492,,2024-01-28 09:02:09,275.75,43.31,52.91,72,None,5
42721,6,2024-01-30 15:13:01,ST138240255_1,ST196657102_1_1,ST429433848,2775424210,6,D,51388,TA347280,Type B,2024-04-08 02:58:34,396.0,25.98,41.72,21,None,5
42721,5,2024-01-18 22:51:15,ST032955582_2,ST835566154_7_0,ST609003713,2610587671,8,P,55908,TA096101,Type B,2024-01-05 11:48:28,216.32,37.78,58.07,90,None,3
42721,7,2024-03-28 16:32:09,ST061495958_4,ST884554613_4_4,ST463970164,2462569507,2,D,53954,TA888132,,2024-01-17 02:20:42,124.17,40.41,77.02,111,None,4
42721,8,2024-03-22 21:41:51,ST875626255_0,ST844846495_1_9,ST907045799,2069622242,9,NFR,53883,TA641964,Type A,2024-02-22 05:32:18,428.65,16.97,46.88,118,Minor Traffic Violation,5
61439,2,2024-02-01 02:46:07,ST190034371_6,ST331824564_8_6,ST192904822,2505027934,8,NFR,56683,TA600559,Type A,2024-02-17 04:00:51,474.93,49.46,64.22,119,None,5
61439,9,2024-01-06 13:33:57,ST933805439_8,ST742108156_9_0,ST329793042,2871710262,5,NFR,51344,TA712005,Type A,2024-02-28 08:20:22,149.36,29.55,75.15,33,Accident,2
61439,6,2024-03-03 20:14:55,ST380234231_8,ST303288227_2_3,ST137914738,2262950962,5,P,55515,TA957192,Type A,2024-01-13 10:35:24,410.45,55.18,66.8,31,None,4
61439,10,2024-01-19 06:03:27,ST626955329_1,ST717189799_9_5,ST092376966,2394126597,7,NFR,58735,TA833044,,2024-01-15 07:27:53,491.98,46.52,48.39,112,None,5
61439,8,2024-02-29 05:18:32,ST067239309_0,ST433085323_2_1,ST503082067,2155794055,2,NFR,52044,TA359559,Type B,2024-02-12 06:24:56,161.81,12.89,44.57,101,None,1
61439,5,2024-02-12 08:20:00,ST689288575_6,ST039405794_5_9,ST356357744,2333006475,5,P,50212,TA788926,,2024-02-18 02:34:59,195.94,38.07,74.28,20,None,2
61439,1,2024-02-07 08:35:53,ST150260056_6,ST951145203_4_3,ST551748660,2339998221,8,P,52633,TA746571,Type B,2024-01-04 09:30:02,348.56,51.91,77.8,44,Accident,1
61439,8,2024-03-21 02:14:08,ST535046379_3,ST897404151_7_4,ST417859395,2230402180,6,NFR,54775,TA603872,,2024-01-19 21:37:21,342.99,31.7,56.93,75,Accident,5
61439,1,2024-02-16 08:33:56,ST154577361_1,ST371238077_9_2,ST533604311,2691130101,7,P,58323,TA489641,Type B,2024-01-27 16:03:47,307.85,27.39,62.11,16,None,4
61439,2,2024-02-11 20:44:05,ST413541623_0,ST261055638_1_5,ST814055252,2127164324,10,NFR,52344,TA521605,Type B,2024-02-01 23:02:33,388.27,28.35,51.97,72,None,4
78698,10,2024-02-12 11:18:58,ST184075862_7,ST015035383_4_3,ST827994608,2435648061,6,NFR,52649,TA248163,Type B,2024-03-28 02:21:32,489.45,42.65,70.77,81,Accident,1
78698,8,2024-03-12 15:30:34,ST213774741_3,ST337718299_0_2,ST947440393,2621384499,8,P,50255,TA296932,Type B,2024-04-06 06:38:42,103.84,11.84,75.64,37,None,3
78698,1,2024-03-08 03:55:42,ST432704654_1,ST277164778_0_9,ST504712584,2155227675,8,D,55667,TA660719,Type A,2024-04-05 08:14:52,176.02,12.09,52.41,51,None,4
78698,10,2024-04-01 13:02:31,ST889635492_6,ST136763563_8_7,ST894473379,2248918186,1,D,57161,TA650221,Type B,2024-02-15 15:50:02,343.44,32.28,55.48,18,None,5
78698,6,2024-01-17 07:13:44,ST150449934_1,ST349860633_8_2,ST646926079,2378158372,5,D,54881,TA832295,,2024-01-22 12:44:23,56.86,51.67,69.34,43,Mechanical Issue,3
78698,4,2024-03-03 10:19:51,ST407605789_5,ST259480238_1_9,ST397781907,2283227422,2,NFR,51431,TA097932,Type A,2024-02-22 11:41:04,55.39,22.95,77.96,42,None,1
78698,1,2024-02-03 09:07:09,ST217125648_2,ST279486661_0_9,ST777232071,2691395005,2,D,52481,TA895987,Type B,2024-04-08 00:14:21,288.09,46.58,72.45,93,Minor Traffic Violation,3
78698,1,2024-03-20 16:47:39,ST951570845_5,ST431939696_9_6,ST937063872,2649499144,3,NFR,55789,TA872649,,2024-01-18 16:36:10,111.09,28.0,60.06,110,None,2
78698,2,2024-02-16 19:45:33,ST485551465_8,ST487036377_8_7,ST835813799,2287946900,2,D,56725,TA639832,Type A,2024-01-13 15:50:51,449.23,58.37,54.41,95,None,3
78698,8,2024-03-08 02:02:23,ST501930302_0,ST314599315_7_6,ST262646944,2899485409,7,D,56204,TA063067,Type B,2024-04-02 08:04:38,495.95,54.57,77.9,45,None,4
62572,10,2024-04-03 05:19:34,ST431344055_3,ST296020959_8_5,ST565936330,2690329916,6,NFR,56464,TA541847,Type A,2024-03-08 16:59:12,418.78,18.83,48.23,18,None,5
62572,5,2024-01-16 12:31:48,ST894797700_8,ST488541288_2_1,ST140919447,2145499166,9,NFR,57112,TA244469,Type B,2024-01-11 17:02:24,186.02,59.61,44.91,43,None,5
62572,3,2024-02-05 22:11:05,ST024639505_2,ST451617181_9_0,ST055241393,2904402180,5,D,52367,TA985322,,2024-02-05 06:32:31,161.61,35.79,41.87,38,None,1
62572,4,2024-02-16 13:29:50,ST079701652_8,ST208264043_2_0,ST614804672,2150076004,4,P,52035,TA600961,,2024-02-05 13:07:24,409.64,45.72,41.99,48,None,4
62572,3,2024-02-01 11:11:46,ST722773527_4,ST434055911_6_6,ST422393987,2494959273,8,D,56753,TA018491,,2024-02-05 20:17:43,145.28,29.48,60.56,116,None,5
62572,1,2024-02-16 09:03:07,ST262171055_5,ST342663669_1_5,ST897688239,2820556623,8,P,53345,TA241685,Type B,2024-01-03 13:51:32,196.12,12.94,59.5,118,None,3
62572,1,2024-01-31 22:44:50,ST484587123_2,ST865241959_8_1,ST801377406,2442238500,9,D,59336,TA473648,Type B,2024-03-06 01:14:03,184.2,42.51,78.13,24,Minor Traffic Violation,2
62572,1,2024-01-16 15:57:47,ST826687541_3,ST383092779_2_6,ST769826897,2880267184,3,P,54538,TA532684,Type B,2024-01-05 18:44:26,253.84,13.34,40.94,33,None,5
62572,6,2024-01-02 11:32:52,ST575774623_5,ST079647645_5_5,ST073337072,2437123068,3,D,56992,TA997095,Type B,2024-01-15 11:12:39,438.28,10.39,44.21,86,None,5
62572,9,2024-01-17 02:24:10,ST147296857_2,ST206437124_1_7,ST232392336,2625260043,9,NFR,54398,TA978338,,2024-03-08 17:40:59,56.59,17.96,51.27,64,None,3
49723,5,2024-02-19 16:57:26,ST106448809_4,ST236921580_1_2,ST986185139,2718353672,1,NFR,51482,TA356435,Type A,2024-04-08 03:01:54,243.08,41.65,56.37,35,None,4
49723,7,2024-01-29 22:15:15,ST840653989_4,ST802459854_3_6,ST251185492,2780938165,8,NFR,59083,TA671106,Type A,2024-01-27 15:23:46,279.25,19.36,55.3,84,None,1
49723,5,2024-01-16 09:59:11,ST351805832_7,ST886435923_5_7,ST686110049,2989853838,5,P,50354,TA156525,,2024-01-31 17:06:05,218.74,39.78,47.11,50,None,1
49723,10,2024-03-03 20:43:22,ST591273059_1,ST764298013_1_7,ST954346203,2995877710,3,P,55254,TA090410,Type B,2024-01-26 16:05:05,380.36,39.24,64.67,96,Accident,1
49723,6,2024-02-13 21:39:40,ST282610407_0,ST749550301_2_5,ST949316477,2191775102,1,D,59207,TA106490,Type A,2024-02-06 15:13:16,251.48,14.31,48.36,52,None,1
49723,2,2024-02-02 15:01:56,ST433939429_3,ST101027675_3_2,ST662013089,2675181167,4,D,50661,TA361121,Type B,2024-03-03 06:59:45,362.84,49.04,72.6,71,None,5
49723,8,2024-01-03 18:51:56,ST983012498_1,ST904437823_5_4,ST593813338,2118070947,1,NFR,56427,TA973608,Type B,2024-01-23 04:29:33,130.57,21.47,70.91,26,None,1
49723,9,2024-02-19 19:51:13,ST081747971_5,ST691465336_6_4,ST491435434,2092942888,3,P,55335,TA183300,,2024-01-06 12:11:15,333.68,20.96,55.0,90,None,1
49723,7,2024-02-25 17:47:35,ST482493557_4,ST893627882_3_0,ST169247766,2038738454,4,NFR,53920,TA525149,Type A,2024-02-15 08:55:13,356.75,10.94,58.21,71,Minor Traffic Violation,3
49723,8,2024-03-21 03:41:50,ST240692691_7,ST280162500_5_4,ST294098523,2516243773,3,P,57226,TA202871,,2024-03-03 09:52:03,221.48,36.42,73.99,100,None,1
46946,7,2024-02-04 05:12:21,ST549530450_4,ST333137346_0_7,ST137800539,2305408679,2,P,56916,TA701052,Type A,2024-04-07 10:11:31,267.77,46.99,64.42,48,None,5
46946,2,2024-02-13 06:18:56,ST250541552_2,ST224017500_9_8,ST908477609,2502801012,1,D,59282,TA838724,Type B,2024-03-21 20:01:26,125.92,28.88,43.66,77,None,2
46946,1,2024-03-27 11:57:11,ST791567650_1,ST745677258_2_0,ST245798441,2285835832,4,NFR,50188,TA475525,Type A,2024-03-28 19:00:04,358.65,57.94,64.68,48,None,3
46946,7,2024-03-07 23:32:34,ST942744503_7,ST215692229_4_2,ST398922311,2605871510,10,NFR,59892,TA351195,,2024-03-29 21:05:40,316.6,41.4,63.39,46,None,5
46946,4,2024-01-09 22:52:23,ST232854636_5,ST624465419_5_8,ST136570374,2294627758,4,P,53643,TA166197,Type B,2024-03-14 10:43:13,318.83,28.69,62.03,37,None,2
46946,8,2024-04-05 12:31:19,ST831656812_9,ST102477146_4_3,ST962419803,2179085780,3,P,57434,TA103521,,2024-01-25 23:27:48,354.89,43.6,49.68,15,None,3
46946,7,2024-01-29 21:04:02,ST898234840_1,ST960055720_2_5,ST612073107,2330431513,6,D,59598,TA458847,Type A,2024-02-26 07:06:14,284.36,14.62,62.59,92,None,3
46946,5,2024-04-02 13:00:00,ST204358409_5,ST503798371_0_6,ST302057833,2945084762,3,D,55598,TA622815,Type B,2024-02-22 08:37:23,67.7,25.64,52.41,109,None,2
46946,8,2024-03-07 19:30:32,ST533302451_0,ST608302245_6_1,ST088851144,2126061940,5,P,54651,TA122651,Type A,2024-01-24 20:57:49,404.15,32.86,77.53,56,None,3
46946,1,2024-03-19 22:21:20,ST696699099_5,ST507316473_9_1,ST855780871,2061487265,2,NFR,52069,TA345829,Type B,2024-02-25 20:41:34,175.33,33.74,63.02,108,None,4
54431,7,2024-03-28 04:06:05,ST707459124_5,ST082005897_7_3,ST696291931,2998876220,10,P,50202,TA662393,Type B,2024-01-30 05:10:08,401.09,54.38,77.62,64,None,1
54431,5,2024-01-02 16:33:48,ST346247502_0,ST164590745_0_6,ST755909219,2667730624,3,P,58853,TA147639,,2024-03-22 16:01:53,161.31,43.85,57.11,70,None,1
54431,7,2024-03-31 05:04:00,ST351820737_7,ST520197279_1_5,ST785325951,2177092903,4,NFR,54600,TA708897,Type A,2024-03-20 23:57:05,496.95,40.82,49.98,45,None,1
54431,1,2024-03-31 20:42:36,ST731895677_9,ST203067620_7_4,ST798384131,2411583046,7,P,56967,TA845774,Type B,2024-03-27 12:15:56,292.61,26.93,44.17,63,None,2
54431,3,2024-03-22 16:05:37,ST190294566_3,ST651617002_9_3,ST141137045,2042877026,4,D,57999,TA601556,,2024-03-09 14:58:39,193.3,42.22,60.56,47,Minor Traffic Violation,5
54431,10,2024-01-01 06:16:53,ST386058135_4,ST173144120_7_7,ST977573718,2665453587,9,NFR,58496,TA401692,,2024-02-27 22:32:46,248.22,40.37,46.49,46,None,5
54431,7,2024-01-31 06:37:06,ST954686582_8,ST453875278_6_4,ST652209240,2137368300,2,P,51309,TA029599,Type A,2024-03-16 00:07:06,267.66,32.79,55.18,69,Mechanical Issue,4
54431,5,2024-03-10 21:54:41,ST466132013_1,ST959217061_2_6,ST876898132,2251386933,9,NFR,59275,TA776779,,2024-03-06 00:04:42,232.16,18.28,48.28,92,None,3
54431,9,2024-03-28 19:24:44,ST407921043_2,ST393482783_1_3,ST373000999,2920164334,1,D,50914,TA235990,,2024-04-04 20:01:40,240.95,40.88,65.04,31,None,1
54431,5,2024-01-02 00:26:25,ST341413901_1,ST246133536_2_1,ST267615790,2963844502,9,P,58066,TA771581,Type A,2024-03-12 06:43:46,363.51,17.12,72.92,34,None,5
98373,3,2024-02-03 15:18:26,ST394324738_3,ST363998612_0_8,ST464601995,2436631483,6,D,54046,TA566564,Type B,2024-01-04 18:46:40,199.85,40.94,68.39,75,Accident,4
98373,10,2024-02-23 20:18:23,ST122070628_6,ST862392737_1_9,ST745146488,2486504314,5,NFR,56137,TA691786,Type B,2024-01-24 03:05:50,191.45,59.05,44.39,100,Accident,5
98373,5,2024-03-28 10:11:25,ST000759966_5,ST466511006_4_4,ST122354124,2754417687,5,P,58883,TA884623,Type A,2024-01-26 21:14:17,328.06,48.44,44.6,109,None,4
98373,6,2024-02-16 10:26:48,ST276457714_4,ST377965251_8_0,ST003660359,2533542170,7,D,53445,TA480635,,2024-02-15 01:13:34,320.04,40.36,51.2,56,None,2
98373,2,2024-01-28 07:03:02,ST907912402_8,ST631529253_4_2,ST827595602,2461167527,5,D,59600,TA971850,,2024-02-22 12:52:14,79.03,12.68,59.29,58,None,3
98373,2,2024-03-02 12:30:10,ST516137642_9,ST799422058_9_7,ST606131297,2204998585,6,D,50736,TA397815,Type B,2024-02-06 09:38:40,157.27,24.91,73.49,58,Minor Traffic Violation,4
98373,3,2024-02-02 19:12:31,ST400341822_1,ST496594528_6_1,ST054318411,2105853499,4,NFR,50846,TA428404,,2024-03-16 03:38:28,439.78,48.66,51.7,27,None,5
98373,4,2024-02-28 19:49:49,ST235463228_4,ST693792925_6_6,ST559347368,2242065772,2,NFR,51794,TA504807,,2024-03-21 11:54:01,148.83,12.27,78.27,103,None,5
98373,9,2024-03-25 14:05:11,ST152421914_3,ST656785737_1_7,ST146175270,2261339501,4,D,54567,TA733234,,2024-03-13 23:02:36,477.87,18.8,64.19,29,None,5
98373,4,2024-01-16 01:25:37,ST483257847_1,ST675349593_9_2,ST918849898,2971997814,3,NFR,57951,TA916099,,2024-02-14 19:14:12,499.97,33.7,56.7,93,None,3
40772,1,2024-02-01 09:00:55,ST952128395_8,ST211178881_7_2,ST002502932,2707744034,1,P,59214,TA846253,,2024-02-20 22:33:23,482.72,21.38,55.28,51,None,3
40772,4,2024-02-14 13:01:08,ST982250264_0,ST958879221_0_5,ST917438707,2633348799,5,NFR,57350,TA130584,,2024-02-24 18:50:21,253.23,37.25,60.14,48,Minor Traffic Violation,2
40772,4,2024-03-15 18:14:58,ST939616523_5,ST646533396_5_1,ST199114664,2060066353,1,P,53574,TA509150,Type A,2024-02-15 08:27:46,400.99,40.33,64.54,76,None,4
40772,9,2024-03-12 14:55:15,ST145910118_0,ST896749311_1_6,ST367765634,2161166719,8,NFR,56070,TA628840,Type A,2024-01-14 05:05:03,264.81,53.86,43.74,75,None,5
40772,4,2024-01-19 04:43:52,ST900878558_5,ST979982749_8_0,ST344091783,2491145841,10,P,54052,TA635726,Type A,2024-02-03 20:50:19,324.53,57.25,66.85,107,None,1
40772,3,2024-04-07 04:47:40,ST572210144_1,ST445351433_2_6,ST271194022,2081879262,1,P,59763,TA961666,Type A,2024-03-22 05:00:15,175.08,11.46,54.47,96,None,4
40772,7,2024-03-11 12:26:33,ST679982853_3,ST058314547_9_9,ST814940222,2802641010,9,D,57584,TA393645,Type B,2024-03-09 13:32:08,128.0,43.75,56.08,104,Accident,3
40772,2,2024-03-31 08:43:34,ST515617523_7,ST873770635_3_7,ST142980073,2717889472,9,P,59378,TA319198,,2024-01-10 17:01:53,491.9,29.03,74.7,48,None,5
40772,2,2024-03-27 18:15:34,ST317772000_2,ST218991012_3_4,ST959329980,2374554884,1,P,55862,TA696082,Type B,2024-01-07 20:39:49,117.13,51.12,43.28,80,None,4
40772,5,2024-02-12 06:58:09,ST660961591_0,ST379412315_1_9,ST796433955,2650841270,7,NFR,51234,TA883396,Type B,2024-03-11 15:16:11,332.94,14.05,47.99,95,None,5
92522,7,2024-02-06 12:19:13,ST598171538_6,ST187413814_6_9,ST934801385,2938582015,6,D,50423,TA056849,Type A,2024-03-30 20:40:17,419.82,12.56,79.93,84,None,1
92522,4,2024-02-21 02:19:43,ST970715218_0,ST191378896_0_0,ST162102641,2269364382,10,D,53511,TA443896,Type A,2024-03-27 09:57:32,100.27,14.29,46.21,109,None,5
92522,5,2024-02-05 17:33:00,ST400221024_3,ST430083222_5_7,ST341246835,2178588228,1,P,51387,TA919694,Type B,2024-02-07 06:19:33,272.54,22.17,40.32,99,Minor Traffic Violation,1
92522,5,2024-02-17 03:17:58,ST017549134_5,ST429115593_1_9,ST758402807,2532529970,4,NFR,59450,TA519026,Type A,2024-04-03 09:08:44,445.78,16.25,55.87,119,None,2
92522,7,2024-03-02 17:15:09,ST750100647_9,ST254103006_1_4,ST867592110,2941380767,6,P,54142,TA523394,Type B,2024-01-15 00:47:26,370.65,47.5,42.75,98,None,2
92522,2,2024-03-25 18:40:47,ST982030889_4,ST022220159_8_5,ST674904496,2202352527,4,D,53573,TA909809,Type A,2024-02-07 10:29:38,305.62,24.02,40.77,49,None,3
92522,1,2024-03-21 10:00:07,ST848579772_0,ST656953663_5_9,ST622415337,2462069813,4,D,55564,TA968966,,2024-03-30 09:07:41,201.2,25.07,48.42,71,None,1
92522,7,2024-01-05 06:04:16,ST758663452_7,ST589437953_8_8,ST555839622,2318008257,10,NFR,55196,TA582946,,2024-02-14 19:31:53,280.8,23.53,65.11,61,None,2
92522,6,2024-01-16 13:03:22,ST484345693_5,ST265066257_2_9,ST665520959,2907217390,9,D,57496,TA189787,,2024-01-02 17:38:28,373.67,54.31,46.38,112,None,3
92522,8,2024-01-19 06:31:31,ST295511579_2,ST501009306_2_3,ST254565790,2418739524,2,D,57909,TA264214,Type B,2024-02-10 01:59:37,239.61,42.21,70.34,57,None,1
51363,7,2024-03-20 07:38:58,ST863147865_5,ST681338771_5_2,ST263058890,2755935509,2,D,50762,TA565922,Type A,2024-03-23 16:31:03,64.17,28.15,42.32,16,Minor Traffic Violation,4
51363,8,2024-02-10 17:13:35,ST098683273_2,ST336448848_1_8,ST623082670,2273019357,4,D,55235,TA913831,Type B,2024-01-28 17:46:58,155.12,45.44,75.55,37,None,1
51363,3,2024-02-11 00:16:31,ST935796701_5,ST073446677_3_7,ST638475365,2032059533,5,P,58532,TA704281,Type A,2024-01-14 20:58:41,180.44,53.91,49.37,67,None,1
51363,10,2024-03-13 15:20:52,ST037634437_1,ST316736317_3_8,ST813633539,2969815192,3,D,56730,TA347350,Type A,2024-01-09 12:42:14,61.4,37.49,74.3,94,None,5
51363,8,2024-02-07 04:13:02,ST289822706_1,ST980807321_2_8,ST047710174,2516659484,1,P,51564,TA275379,Type A,2024-03-04 06:44:49,474.98,23.14,57.11,105,None,5
51363,4,2024-03-15 13:00:18,ST820346189_4,ST149136498_8_2,ST434668011,2412368808,10,NFR,50612,TA644067,Type A,2024-03-20 04:25:56,80.8,24.78,56.35,23,None,1
51363,5,2024-01-03 19:53:11,ST327171299_0,ST531616727_7_2,ST410446265,2618968231,10,D,53503,TA535373,Type B,2024-01-24 07:23:51,364.74,43.52,50.85,94,None,4
51363,10,2024-04-06 02:27:49,ST083342860_3,ST566796502_7_0,ST391553813,2859052553,9,P,56257,TA562032,,2024-03-16 03:29:19,84.65,17.24,68.19,105,None,5
51363,9,2024-01-29 13:37:35,ST033714129_0,ST657201542_3_7,ST700415991,2551826656,9,D,59566,TA366769,Type A,2024-03-31 03:51:06,352.74,25.8,77.19,116,None,5
51363,6,2024-02-16 11:34:11,ST565925407_8,ST414515272_8_5,ST576224666,2538623516,8,P,56225,TA942277,,2024-03-18 01:47:14,325.13,29.3,63.35,36,None,5
47423,1,2024-01-25 09:27:42,ST551423273_6,ST174609802_9_3,ST880099987,2953967898,10,NFR,51423,TA391997,Type B,2024-01-23 10:10:46,117.68,41.53,51.16,88,None,2
47423,6,2024-01-26 01:14:28,ST543720773_7,ST774704131_4_3,ST333744723,2353031571,1,D,52509,TA034133,Type B,2024-02-16 19:56:13,227.36,14.87,70.65,79,None,1
47423,6,2024-01-07 15:26:33,ST528581689_8,ST946500463_2_8,ST890244531,2049477150,5,D,56274,TA475240,,2024-02-21 11:17:59,307.54,24.27,56.09,91,None,5
47423,2,2024-02-28 15:21:24,ST020542018_0,ST766099683_9_7,ST189971486,2496026823,2,P,53028,TA625480,,2024-03-15 20:02:15,329.62,43.76,67.46,115,None,1
47423,7,2024-01-25 04:54:44,ST657112936_7,ST027478059_9_4,ST979471167,2477647515,6,D,55524,TA055052,Type A,2024-03-04 14:25:13,423.38,29.1,45.76,17,Minor Traffic Violation,3
47423,8,2024-01-06 09:32:55,ST826268330_9,ST448769492_0_7,ST710307637,2422335455,10,D,59970,TA896391,Type B,2024-03-24 12:37:30,269.31,47.32,56.75,116,None,4
47423,10,2024-02-22 09:21:40,ST215832328_1,ST899899832_6_2,ST081582935,2114565518,10,NFR,59652,TA481361,Type A,2024-01-27 17:29:36,144.71,30.31,44.92,104,None,2
47423,1,2024-04-04 20:12:24,ST568221219_5,ST421966405_3_3,ST066471886,2959581321,2,P,59395,TA382067,Type B,2024-02-28 03:36:59,273.42,29.31,52.94,48,None,4
47423,7,2024-03-02 10:24:08,ST434334670_3,ST622279569_0_9,ST218677861,2552152559,7,D,52816,TA211657,Type B,2024-04-08 01:01:39,422.52,26.83,74.24,31,None,3
47423,6,2024-01-25 20:07:57,ST144292231_2,ST020397698_7_4,ST429262833,2024190008,9,P,59051,TA384874,Type B,2024-01-06 11:02:17,245.17,58.81,59.61,52,None,2
33867,10,2024-03-19 15:49:08,ST223957656_3,ST711880480_0_4,ST501782896,2844480499,9,NFR,56644,TA659646,Type A,2024-01-29 09:52:05,449.52,53.05,60.95,80,Minor Traffic Violation,3
33867,2,2024-02-09 22:58:51,ST953489028_6,ST280857850_3_1,ST372238367,2927540172,4,P,58804,TA662135,Type A,2024-03-28 20:55:00,333.55,35.15,64.15,21,None,4
33867,5,2024-01-16 16:16:52,ST148765748_9,ST299139507_3_9,ST121545128,2051639833,1,P,54688,TA331019,,2024-01-09 07:34:26,168.92,14.78,51.11,93,Minor Traffic Violation,1
33867,10,2024-02-27 12:41:11,ST265760950_3,ST943151004_3_4,ST311604947,2935232409,3,D,52541,TA800629,,2024-03-07 22:16:37,415.71,52.97,62.55,77,None,4
33867,8,2024-03-04 02:43:59,ST133579125_7,ST182109713_4_8,ST947109334,2156326615,7,P,53286,TA263102,Type A,2024-03-07 12:23:59,128.31,39.6,60.38,75,None,3
33867,8,2024-03-30 11:05:23,ST418977626_5,ST178247959_8_1,ST089505244,2297446106,8,NFR,52051,TA959672,Type A,2024-02-17 04:43:06,109.24,13.25,70.8,99,None,4
33867,10,2024-01-13 14:47:18,ST370577946_8,ST657625571_8_7,ST964864817,2256904041,1,D,58472,TA164481,Type A,2024-03-17 10:23:03,140.1,37.12,44.33,42,None,1
33867,6,2024-02-10 14:29:20,ST166022132_6,ST769942960_3_9,ST118364011,2231243084,3,NFR,56028,TA415156,Type B,2024-03-27 13:03:32,275.79,13.53,54.82,31,None,3
33867,1,2024-03-24 10:39:00,ST047080078_2,ST819455770_6_5,ST654555876,2293785121,1,P,54738,TA182847,Type A,2024-01-19 16:12:50,309.68,14.95,69.7,116,Mechanical Issue,4
33867,4,2024-01-01 12:35:08,ST102624443_3,ST065083298_6_2,ST897051165,2086744565,10,NFR,50579,TA827914,,2024-01-09 09:41:57,95.56,32.75,58.19,73,None,2
50798,1,2024-03-08 19:27:43,ST983044445_2,ST194591238_6_2,ST513158984,2729048224,10,D,54581,TA268969,Type B,2024-03-21 03:07:49,329.59,41.1,67.18,39,Minor Traffic Violation,3
50798,4,2024-03-07 19:43:54,ST531469741_1,ST466353648_2_8,ST550272698,2451103536,2,P,57150,TA677204,,2024-03-04 09:13:07,292.99,20.19,79.28,75,None,3
50798,6,2024-02-28 20:32:32,ST541179207_5,ST800802055_7_9,ST644559342,2290311888,4,NFR,50062,TA514047,Type B,2024-03-21 03:37:50,422.22,22.42,44.42,66,None,1
50798,5,2024-02-02 12:08:13,ST781864748_5,ST015600599_1_7,ST985376400,2086285689,5,P,55334,TA365273,Type B,2024-01-23 00:20:51,83.66,12.31,60.61,108,Minor Traffic Violation,4
50798,9,2024-02-09 21:16:13,ST023253382_2,ST739022405_4_0,ST265123881,2649848103,1,D,57962,TA236147,Type B,2024-03-12 01:53:09,121.24,23.7,44.68,72,None,2
50798,3,2024-03-20 13:46:51,ST085130106_5,ST136280140_4_4,ST736800187,2467135410,1,P,52470,TA097996,,2024-03-17 13:13:47,145.82,49.48,54.82,26,None,4
50798,2,2024-02-17 19:20:31,ST785483859_5,ST259464886_5_3,ST587371093,2296225096,6,P,58773,TA348070,Type B,2024-03-16 04:00:21,167.04,40.98,53.44,88,None,4
50798,10,2024-01-23 16:39:37,ST245264650_4,ST846974036_3_9,ST446143369,2142798262,9,D,52693,TA647064,Type A,2024-02-02 07:14:45,344.94,12.36,43.83,45,None,3
